0,shrimp
0,almonds
0,avocado
0,vegetables mix
0,green grapes
0,whole weat flour
0,yams
0,cottage cheese
0,energy drink
0,tomato juice
0,low fat yogurt
0,green tea
0,honey
0,salad
0,mineral water
0,salmon
0,antioxydant juice
0,frozen smoothie
0,spinach
0,olive oil
1,burgers
1,meatballs
1,eggs
2,chutney
3,turkey
3,avocado
4,mineral water
4,milk
4,energy bar
4,whole wheat rice
4,green tea
5,low fat yogurt
6,whole wheat pasta
6,french fries
7,soup
7,light cream
7,shallot
8,frozen vegetables
8,spaghetti
8,green tea
9,french fries
10,eggs
10,pet food
11,cookies
12,turkey
12,burgers
12,mineral water
12,eggs
12,cooking oil
13,spaghetti
13,champagne
13,cookies
14,mineral water
14,salmon
15,mineral water
16,shrimp
16,chocolate
16,chicken
16,honey
16,oil
16,cooking oil
16,low fat yogurt
17,turkey
17,eggs
18,turkey
18,fresh tuna
18,tomatoes
18,spaghetti
18,mineral water
18,black tea
18,salmon
18,eggs
18,chicken
18,extra dark chocolate
19,meatballs
19,milk
19,honey
19,french fries
19,protein bar
20,red wine
20,shrimp
20,pasta
20,pepper
20,eggs
20,chocolate
20,shampoo
21,rice
21,sparkling water
22,spaghetti
22,mineral water
22,ham
22,body spray
22,pancakes
22,green tea
23,burgers
23,grated cheese
23,shrimp
23,pasta
23,avocado
23,honey
23,white wine
23,toothpaste
24,eggs
25,parmesan cheese
25,spaghetti
25,soup
25,avocado
25,milk
25,fresh bread
26,ground beef
26,spaghetti
26,mineral water
26,milk
26,energy bar
26,black tea
26,salmon
26,frozen smoothie
26,escalope
27,sparkling water
28,mineral water
28,eggs
28,chicken
28,chocolate
28,french fries
29,frozen vegetables
29,spaghetti
29,yams
29,mineral water
30,herb & pepper
30,tomato sauce
30,light cream
30,magazines
31,mineral water
31,chocolate
31,avocado
31,eggs
32,turkey
32,french fries
32,strawberries
33,frozen vegetables
33,strong cheese
33,chocolate
34,cookies
35,pickles
35,spaghetti
35,salmon
35,escalope
36,energy bar
36,french fries
37,red wine
37,ground beef
37,mineral water
38,mineral water
38,cake
38,cottage cheese
39,pickles
39,champagne
39,green tea
40,spaghetti
41,fresh tuna
41,frozen vegetables
41,spaghetti
41,mineral water
41,honey
41,whole wheat rice
41,frozen smoothie
41,escalope
42,spaghetti
43,soup
43,meatballs
43,hot dogs
43,sparkling water
44,escalope
45,soup
45,avocado
45,french fries
45,hot dogs
45,brownies
45,body spray
45,pancakes
45,green tea
46,mineral water
46,chicken
46,cereals
46,clothes accessories
47,mineral water
47,bug spray
